reader,fold,training_positive_count,held_out_positive_count,selected_k,recall_at_10,recall_at_25,recall_at_50,mean_held_out_similarity,median_held_out_similarity,mean_rank_percentile,median_rank_percentile
sarah,1,224,56,2,0.017857142857142856,0.03571428571428571,0.03571428571428571,0.5393632315099239,0.5429366827011108,0.6138560687432868,0.6180451127819548
sarah,2,224,56,4,0.0,0.017857142857142856,0.07142857142857142,0.5631110787923846,0.5675075948238373,0.6654001074113857,0.6533834586466165
sarah,3,224,56,2,0.0,0.0,0.07142857142857142,0.5710218527487346,0.5844780504703522,0.702376476906552,0.7274436090225563
sarah,4,224,56,2,0.017857142857142856,0.05357142857142857,0.16071428571428573,0.5424623212644032,0.5610944032669067,0.6323174006444684,0.6548872180451127
sarah,5,224,56,4,0.03571428571428571,0.05357142857142857,0.10714285714285714,0.559865478426218,0.5740815997123718,0.6459586466165413,0.6759398496240601
