k,silhouette,min_cluster_size,max_cluster_size,mean_cluster_size,cluster_size_std,mean_centroid_similarity,max_centroid_similarity,recall_at_10,recall_at_25,recall_at_50,mean_held_out_similarity,median_held_out_similarity,mean_rank_percentile,median_rank_percentile,training_positive_books,held_out_positive_books,reader,fold
8,0.04908086732029915,20,84,50.75,24.65638862445188,0.7031198143959045,0.8941304683685303,0.039603960396039604,0.0594059405940594,0.06930693069306931,0.6140079498291016,0.6047781705856323,0.5512342330123424,0.5068493150684932,406,101,shannon,4
9,0.0417613610625267,26,94,45.111111111111114,22.516386351299527,0.7421811819076538,0.9054567813873291,0.0,0.0297029702970297,0.09900990099009901,0.618884801864624,0.6145309209823608,0.566275600162756,0.5458904109589041,406,101,shannon,4
10,0.045852936804294586,13,76,40.6,19.484352696458767,0.6905142664909363,0.8884193897247314,0.039603960396039604,0.04950495049504951,0.06930693069306931,0.6206368803977966,0.6175544261932373,0.5619422216194222,0.5547945205479452,406,101,shannon,4
2,0.0583159364759922,192,214,203.0,11.0,0.8755879402160645,0.8755879402160645,0.009900990099009901,0.0297029702970297,0.039603960396039604,0.5892788767814636,0.6033753752708435,0.5548894615488946,0.5842465753424657,406,101,shannon,5
3,0.04872480779886246,98,166,135.33333333333334,28.158282775923837,0.8490820527076721,0.8654294013977051,0.0,0.019801980198019802,0.0297029702970297,0.597538948059082,0.6120472550392151,0.559426285094263,0.5952054794520548,406,101,shannon,5
4,0.05814681947231293,37,152,101.5,48.66466890876789,0.7916362285614014,0.8727989792823792,0.009900990099009901,0.019801980198019802,0.0297029702970297,0.6041205525398254,0.6210075616836548,0.5728129662281297,0.6232876712328768,406,101,shannon,5
5,0.05122491344809532,44,122,81.2,33.92580139068199,0.7994117140769958,0.8701815605163574,0.009900990099009901,0.009900990099009901,0.0297029702970297,0.6081495881080627,0.6214277744293213,0.5698358876983588,0.6082191780821917,406,101,shannon,5
6,0.04350072145462036,33,97,67.66666666666667,27.028791233711427,0.7701456546783447,0.89539635181427,0.0,0.019801980198019802,0.019801980198019802,0.6165063977241516,0.628538966178894,0.5872711243727112,0.6273972602739726,406,101,shannon,5
7,0.04359939694404602,25,97,58.0,23.99404688072201,0.7508462071418762,0.906829833984375,0.0,0.009900990099009901,0.019801980198019802,0.6206501126289368,0.6308345794677734,0.5905940594059407,0.6205479452054794,406,101,shannon,5
8,0.046594198793172836,28,95,50.75,24.953707139421187,0.7461242079734802,0.898408830165863,0.0,0.009900990099009901,0.0297029702970297,0.6234738826751709,0.628477931022644,0.589692119896921,0.5965753424657534,406,101,shannon,5
9,0.03856216371059418,21,85,45.111111111111114,19.874296322662286,0.742669939994812,0.9081323146820068,0.009900990099009901,0.019801980198019802,0.039603960396039604,0.6235716938972473,0.6397372484207153,0.602237895022379,0.6554794520547945,406,101,shannon,5
10,0.03668774664402008,21,72,40.6,14.38888459888396,0.745794415473938,0.8907403945922852,0.009900990099009901,0.019801980198019802,0.04950495049504951,0.6221404671669006,0.630308985710144,0.593184592431846,0.6246575342465753,406,101,shannon,5
