canonical_book_id,reader_count,title,author,isbn,pages,publication_year,description,cover_url,openlibrary_work_id,openlibrary_edition_id,identity_method,identity_confidence,subjects,subject_people,subject_places,subject_times
book_a0c8979bd823baea,2,The Help,Kathryn Stockett,0399155341,451.0,"Sat, 07 Mar 2020 20:30:56 -0800","Three ordinary women are about to take one extraordinary step.<br /><br />Twenty-two-year-old Skeeter has just returned home after graduating from Ole Miss. She may have a degree, but it is 1962, Mississippi, and her mother will not be happy till Skeeter has a ring on her finger. Skeeter would normally find solace with her beloved maid Constantine, the woman who raised her, but Constantine has disappeared and no one will tell Skeeter where she has gone.<br /><br />Aibileen is a black maid, a wise, regal woman raising her seventeenth white child. Something has shifted inside her after the loss of her own son, who died while his bosses looked the other way. She is devoted to the little girl she looks after, though she knows both their hearts may be broken.<br /><br />Minny, Aibileen's best friend, is short, fat, and perhaps the sassiest woman in Mississippi. She can cook like nobody's business, but she can't mind her tongue, so she's lost yet another job. Minny finally finds a position working for someone too new to town to know her reputation. But her new boss has secrets of her own.<br /><br />Seemingly as different from one another as can be, these women will nonetheless come together for a clandestine project that will put them all at risk. And why? Because they are suffocating within the lines that define their town and their times. And sometimes lines are made to be crossed.<br /><br />In pitch-perfect voices, Kathryn Stockett creates three extraordinary women whose determination to start a movement of their own forever changes a town, and the way women, mothers, daughters, caregivers, friends, view one another. A deeply moving novel filled with poignancy, humor, and hope, The Help is a timeless and universal story about the lines we abide by, and the ones we don't. <br /><br /><br /><i>Librarian's note: An alternate cover edition can be found <a href=""https://www.goodreads.com/book/show/44768927.here"" title=""here"" rel=""nofollow noopener"">here</a></i>",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1622355533l/4667024._SY475_.jpg,OL11999891W,OL16990642M,openlibrary_work,high,"[""novels"", ""Fiction"", ""Civil rights movements"", ""Household employees"", ""African American women"", ""literary fiction"", ""historical fiction"", ""domestic fiction"", ""Civil Rights Movement"", ""Literature"", ""mothers"", ""nyt:hardcover_fiction=2009-03-29"", ""New York Times bestseller"", ""Housekeepers"", ""caregivers"", ""friends"", ""daughters"", ""Reading Level-Grade 7"", ""Reading Level-Grade 6"", ""Reading Level-Grade 9"", ""Reading Level-Grade 8"", ""Reading Level-Grade 11"", ""Reading Level-Grade 10"", ""Reading Level-Grade 12"", ""Fictional Works"", ""Literary"", ""Historical"", ""Small Town & Rural"", ""African American"", ""NEW LIST 20091215"", ""Fiction, historical"", ""Mississippi, fiction"", ""African americans, fiction"", ""Large type books"", ""Derechos civiles"", ""Novela"", ""Movimientos sociales"", ""Afronorteamericanos"", ""Mujeres"", ""Historia"", ""Spanish language materials"", ""New York Times reviewed"", ""Fiction, historical, general"", ""Race relations"", ""Social conditions"", ""African American women household employees"", ""Relations raciales"", ""Roman américain"", ""Mouvements des droits de l'homme"", ""Noires am?ricaines"", ""Romans, nouvelles"", ""Traductions françaises"", ""Polish language materials"", ""Roman"", ""Civil rights movements -- Fiction"", ""African American women -- Fiction"", ""Jackson (Miss.) -- Fiction""]","[""Eugenia Phelan"", ""Treelore Clark"", ""The Leefolts"", ""Mrs. Walters"", ""Hilly Holbrook"", ""Aibileen Clark"", ""Minny Jackson"", ""Mae Mobley"", ""Elaine Stein"", ""Yule May"", ""Constantine"", ""Martin Luther King Jr. (1929-1968)"", ""James Meredith"", ""John F. Kennedy""]","[""Jackson (Miss.)"", ""Jackson"", ""Mississippi"", ""University of Mississippi"", ""Chicago"", ""Jackson (Mississ)"", ""Etats-Unis""]","[""1962"", ""1960"", ""1960-1964""]"
book_77efea1bc0690ac5,2,"The Hobbit, or There and Back Again",J.R.R. Tolkien,,366.0,"Fri, 06 Jan 2017 13:00:33 -0800","In a hole in the ground there lived a hobbit. Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat: it was a hobbit-hole, and that means comfort.<br />Written for J.R.R. Tolkien’s own children, The Hobbit met with instant critical acclaim when it was first published in 1937. Now recognized as a timeless classic, this introduction to the hobbit Bilbo Baggins, the wizard Gandalf, Gollum, and the spectacular world of Middle-earth recounts of the adventures of a reluctant hero, a powerful and dangerous ring, and the cruel dragon Smaug the Magnificent. The text in this 372-page paperback edition is based on that first published in Great Britain by Collins Modern Classics (1998), and includes a note on the text by Douglas A. Anderson (2001).<br /><br />9780618260300",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546071216l/5907.jpg,,,title_author,medium,[],[],[],[]
book_a07f1e2b1bbf32e2,2,"The Honeymoon Crashers (Unhoneymooners, #1.5)",Christina Lauren,1797158147,200.0,"Tue, 06 Jun 2023 08:17:05 -0700","4 hours, 47 minutes <br /><br /><b>A perfectionist maid of honor and a carefree, surfer-bro best man team up to plan a wedding and end up finding a spark of their own in the first audio original from author duo Christina Lauren, a full-cast sequel to their <i>New York Times</i> bestseller <i>The Unhoneymooners.</i></b><br /><br />Ami is determined to break the Torres family wedding curse. Her own disaster of a reception ended with all the guests getting food poisoning, and she left her cheating husband soon after. But even though she’s still processing her own divorce, Ami won’t let her twin sister Olive’s day be anything but perfect. Olive may think she wants a private ceremony in Maui, where she and her fiancé Ethan first fell in love, but Ami knows better and secretly flies the whole Torres family out to surprise the couple. Now she and her meticulously organized binder have less than two weeks to get everything together for the big day, thousands of miles from home.<br /><br />Enter Brody, Ethan’s best man, who happens to be living in Maui and insists on helping with the preparations. His playfully elaborate schemes and happy-go-lucky attitude are the last thing Ami needs. When sparks start to fly, could it derail all her carefully laid plans?<br /><br />Equal parts hilarious and swoon-worthy, this full-cast production is your ticket to the ultimate destination wedding, bringing to life both a captivating couple and an unforgettable family. <i>The Honeymoon Crashers</i> is Christina Lauren at their charming, hilarious best.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1681322875l/128138997._SX318_.jpg,OL20153602W,,openlibrary_work,high,"[""Fiction, romance, contemporary"", ""Fiction, humorous"", ""nyt:trade-fiction-paperback=2021-06-06"", ""New York Times bestseller""]","[""Olive Torres"", ""Ethan Thomas"", ""Amelia Thomas"", ""Dane Thomas""]","[""Minnesota (United States)"", ""Maui"", ""Hawaii (United States)""]",[]
book_46736ead33d8d980,2,"The Housemaid (The Housemaid, #1)",Freida McFadden,1803144378,338.0,"Fri, 17 Jul 2026 20:31:14 -0700","Every day I clean the Winchesters’ beautiful house top to bottom. I collect their daughter from school. And I cook a delicious meal for the whole family before heading up to eat alone in my tiny room on the top floor.<br /><br />I try to ignore how Nina makes a mess just to watch me clean it up. How she tells strange lies about her own daughter. And how her husband Andrew seems more broken every day. But as I look into Andrew’s handsome brown eyes, so full of pain, it’s hard not to imagine what it would be like to live Nina’s life. The walk-in closet, the fancy car, the perfect husband.<br /><br />I only try on one of Nina’s pristine white dresses once. Just to see what it’s like. But she soon finds out… and by the time I realize my attic bedroom door only locks from the outside, it’s far too late.<br /><br />But I reassure myself: the Winchesters don’t know who I really am.<br /><br />They don’t know what I’m capable of…",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646534743l/60556912._SY475_.jpg,OL27729743W,,openlibrary_work,high,"[""nyt:trade-fiction-paperback=2023-05-14"", ""New York Times bestseller"", ""Thriller"", ""Mystery"", ""Fiction"", ""Mystery Thriller"", ""Suspense"", ""Crime"", ""Psychological Thriller"", ""Series:The-Housemaid"", ""Contemporary"", ""Romance"", ""Fiction, thrillers, domestic"", ""Fiction, thrillers, psychological"", ""Fiction, thrillers, suspense""]","[""Nina Winchester"", ""Andrew Winchester"", ""Wilhelmina \""Millie\"" Calloway"", ""Cecilia"", ""Enzo Accardi"", ""Millie Calloway""]",[],"[""Todays era""]"
book_255a1d3e00479766,2,"The Housemaid is Watching (The Housemaid, #3)",Freida McFadden,1464223319,400.0,"Sat, 25 Jul 2026 04:47:46 -0700","“You must be our new neighbors!” Mrs. Lowell gushes and waves across the picket fence. I clutch my daughter’s hand and smile back: but the second Mrs. Lowell sees my husband a strange expression crosses her face. In that moment I make a promise. We finally have a family home. My past is far, far behind us. And I’ll do anything to keep it that way…<br /><br />I used to clean other people’s houses—now, I can’t believe this home is actually mine. The charming kitchen, the quiet cul-de-sac, the huge yard where my kids can play. My husband and I saved for years to give our children the life they deserve.<br /><br />Even though I’m wary of our new neighbor Mrs. Lowell, when she invites us over for dinner it’s our chance to make friends. Her maid opens the door wearing a white apron, her hair in a tight bun. I know exactly what it’s like to be in her shoes. But her cold stare gives me chills…<br /><br />The Lowells’ maid isn’t the only strange thing on our street. I’m sure I see a shadowy figure watching us. My husband leaves the house late at night. And when I meet a woman who lives across the way, her words chill me to the bone: Be careful of your neighbors.<br /><br />Did I make a terrible mistake moving my family here?<br /><br />I thought I’d left my darkest secrets behind. But could this quiet suburban street be the most dangerous place of all?<br /><br />From New York Times, USA Today and Wall Street Journal bestselling author Freida McFadden comes the next installment of the unbelievably twisty, tension-packed and globally bestselling Housemaid series. This book can be enjoyed as a standalone read: and once you start, it will have you up all night racing through the pages until the final explosive twist.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1710781474l/199235727._SY475_.jpg,OL37576476W,OL50637231M,openlibrary_work,high,"[""nyt:combined-print-and-e-book-fiction=2024-06-30"", ""New York Times bestseller"", ""Fiction, thrillers, psychological"", ""Fiction, thrillers, suspense"", ""Thriller"", ""Mystery"", ""Fiction"", ""Mystery Thriller"", ""Suspense"", ""Crime"", ""Psychological Thriller"", ""Series:The-Housemaid"", ""Contemporary"", ""Romance"", ""Fiction, thrillers, domestic""]","[""Millie Accardi"", ""Enzo Accardi"", ""Suzette Lowell"", ""Jonathan Lowell"", ""Ada Accardi"", ""Nico Accardi"", ""Wilhelmina \""Millie\"" Calloway"", ""Millie Calloway""]",[],"[""Todays era""]"
book_8af02659a8dbce5d,2,"The Housemaid's Secret (The Housemaid, #2)",Freida McFadden,1837901317,311.0,"Fri, 17 Jul 2026 20:29:29 -0700","<i>As he continues showing me their incredible penthouse apartment, I have a terrible feeling about the woman behind closed doors. But I can't risk losing this job – not if I want to keep my darkest secret safe . . .</i><br /><br />It's hard to find an employer who doesn't ask too many questions about my past. So I thank my lucky stars that the Garricks miraculously give me a job, cleaning their stunning penthouse with views across the city and preparing fancy meals in their shiny kitchen. I can work here for a while, stay quiet until I get what I want. It's almost perfect. But I still haven't met Mrs Garrick, or seen inside the guest bedroom. I'm sure I hear her crying. I notice spots of blood around the neck of her white nightgowns when I'm doing laundry. And one day I can't help but knock on the door. When it gently swings open, what I see inside changes everything...<br /><br />That's when I make a promise. After all, I've done this before. I can protect Mrs. Garrick while keeping my own secrets locked up safe. Douglas Garrick has done wrong. He is going to pay. It's simply a question of how far I'm willing to go...",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1664729357l/62848145._SY475_.jpg,OL34113490W,,openlibrary_work,high,"[""Fiction, thrillers, psychological"", ""Fiction, thrillers, domestic"", ""Thriller"", ""Mystery"", ""Fiction"", ""Mystery Thriller"", ""Suspense"", ""Crime"", ""Psychological Thriller"", ""Contemporary"", ""Series:The-Housemaid"", ""Romance"", ""Fiction, thrillers, suspense""]","[""Wilhelmina \""Millie\"" Calloway"", ""Douglas Garrick"", ""Wendy Garrick"", ""Millie Calloway""]",[],"[""Todays era""]"
book_a1793dca2326aa46,2,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,0439023483,374.0,"Sat, 07 Mar 2020 20:38:08 -0800","Winning means fame and fortune. Losing means certain death. The Hunger Games have begun. . . .<br /><br />In the ruins of a place once known as North America lies the nation of Panem, a shining Capitol surrounded by twelve outlying districts. The Capitol is harsh and cruel and keeps the districts in line by forcing them all to send one boy and one girl between the ages of twelve and eighteen to participate in the annual Hunger Games, a fight to the death on live TV.<br /><br />Sixteen-year-old Katniss Everdeen regards it as a death sentence when she steps forward to take her sister's place in the Games. But Katniss has been close to dead before-and survival, for her, is second nature. Without really meaning to, she becomes a contender. But if she is to win, she will have to start making choices that weigh survival against humanity and life against love.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722975l/2767052._SY475_.jpg,OL5735363W,OL37079411M,openlibrary_work,high,"[""severe poverty"", ""starvation"", ""oppression"", ""effects of war"", ""self-sacrifice"", ""Science fiction"", ""Apocalyptic fiction"", ""Dystopian fiction"", ""Fiction"", ""Juvenile works"", ""Novels"", ""Young adult works"", ""Juvenile fiction"", ""contensts"", ""Young adult fiction"", ""Game shows"", ""Television programs"", ""New York Times bestseller"", ""Contests"", ""nyt:series_books=2010-08-21"", ""Long Now Manual for Civilization"", ""Reality television programs"", ""Television game shows"", ""Survival"", ""Interpersonal relations"", ""Roman"", ""Amerikanisches Englisch"", ""Sisters"", ""Young women"", ""Dystopias"", ""Survival skills"", ""Blind"", ""Books and reading"", ""Reading Level-Grade 9"", ""Reading Level-Grade 8"", ""Reading Level-Grade 11"", ""Reading Level-Grade 10"", ""Reading Level-Grade 12"", ""Survival Stories"", ""Action & Adventure"", ""Children's fiction"", ""Survival, fiction"", ""Interpersonal relations, fiction"", ""Contests, fiction"", ""Television, fiction"", ""Large type books"", ""Future"", ""violent"", ""life risking"", ""bravery."", ""Roman pour jeunes adultes"", ""Habiletés de survie"", ""Roman d'aventures"", ""Concours et compétitions"", ""Relations humaines"", ""Romans, nouvelles"", ""Émissions televiseés"", ""Spanish language materials"", ""Supervivencia"", ""Novela juvenil"", ""Relaciones humanas"", ""Programas de televisión"", ""Concursos"", ""Fantastische Erzahlung"", ""Fantastische Literatur"", ""Action and adventure fiction"", ""Contests Fiction"", ""Fictional Work"", ""Interpersonal relations Fiction"", ""Jeux télévisés Romans, nouvelles, etc. pour la jeunesse"", ""Reality television programs Fiction"", ""Reality television programs Juvenile fiction"", ""Romans"", ""Survival Fiction"", ""Survival skills Fiction"", ""Television game shows Juvenile fiction"", ""Television programs Fiction"", ""Émissions télévisées"", ""Novela"", ""Televisión"", ""Programas"", ""Competencias"", ""American fiction"", ""Translations into Chinese"", ""Chinese language materials"", ""Romans, nouvelles, etc. pour la jeunesse"", ""Literature and fiction, juvenile"", ""Short stories"", ""Fantasy fiction"", ""American literature, study and teaching"", ""Serie:The_Hunger_Games""]","[""Katniss Everdeen"", ""Peeta Mellark"", ""Gale Hawthorne"", ""Elmo"", ""President Snow"", ""Primrose Everdeen"", ""Effie"", ""Haymitch Abernathy"", ""Cinna"", ""Effie Trincket"", ""Rue"", ""Cato"", ""Foxface"", ""Clove"", ""Thresh"", ""Madge Undersee"", ""Mayor Undersee"", ""Venia"", ""Flavius"", ""Octavia"", ""Atala"", ""Glimmer"", ""Caesar Flickerman"", ""Claudius Templesmith"", ""Gamemakers"", ""Peacekeepers""]","[""Panem"", ""The Capitol"", ""The Pentagon"", ""District 12"", ""The nation of Panem and District 12""]","[""Future""]"
book_ea176455b4000251,2,The Island Bakeshop (The Island Shop #2),Roseanna M. White,1965859631,265.0,"Fri, 24 Apr 2026 10:12:53 -0700","<b>Return to the Outer Banks in this heartwarming dual-timeline story of hope, courage, and the grace to begin anew.</b><br /><br />Filled with faith and second chances, <i>The Island Bakeshop</i> is a clean contemporary romance that will keep you turning pages late into the night.<br /><br />After her father suffers a heart attack, Harper Dailey leaves behind her thriving career at an upscale Savannah bakery to help save her family’s beloved Sunshine Bakery in Avon, North Carolina. As she tries to rebuild her life, her past comes crashing back—her ex-boyfriend who arrives with shocking he now owns the bakery building and may refuse to renew their lease.<br /><br />For Beckett Mills, Avon is a quiet refuge after his eight years of active service in the Navy. Focused on running his fishing charter business and keeping others at a distance, Beckett never expects to get involved in anyone else’s problems—until the fateful day he enters Sunshine Bakery and sees a beautiful Harper being harassed by her ex-boyfriend. Breaking his promise to himself, he steps in to save the day.<br /><br />Neither Harper nor Beckett is looking for love, but as the pasts they are running from collide and their paths continue to cross, they begin to wonder if God brought them together for a reason. Can Beckett let go of the troubles that haunt him and welcome Harper into his life? Will Harper realize she can face any challenge with God―and maybe Beckett―by her side?<br /><br />This book is perfect for readers who <br /><br />• Clean and inspirational romance <br />• Faith-filled contemporary fiction <br />• Small-town beach settings <br />• Second-chance love stories<br />• <i>The Island Bookshop</i> by Roseanna M. White<br />• Authors such as Denise Hunter and Courtney Walsh <br /><br />Escape to the sun-drenched shores of the Outer Banks and immerse yourself in another exciting and inspiring tale from Roseanna M. White.<br />",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1774367894l/250190421._SY475_.jpg,,,isbn,high,[],[],[],[]
book_0083038ea9439c43,2,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,,206.0,"Fri, 06 Jan 2017 12:26:05 -0800","Narnia… the land beyond the wardrobe door, a secret place frozen in eternal winter, a magical country waiting to be set free.<br /><br />Lucy is the first to find the secret of the wardrobe in the professor's mysterious old house. At first her brothers and sister don't believe her when she tells of her visit to the land of Narnia. But soon Edmund, then Peter and Susan step through the wardrobe themselves. In Narnia they find a country buried under the evil enchantment of the White Witch. When they meet the Lion Aslan, they realize they've been called to a great adventure and bravely join the battle to free Narnia from the Witch's sinister spell.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353029077l/100915.jpg,OL40550440W,,openlibrary_work,high,[],[],[],[]
book_b823dccbf3ebcc9f,2,The Lovely Bones,Alice Sebold,0316166685,372.0,"Sat, 07 Mar 2020 20:31:11 -0800","""My name was Salmon, like the fish; first name, Susie. I was fourteen when I was murdered on December 6, 1973.""<br /><br />So begins the story of Susie Salmon, who is adjusting to her new home in heaven, a place that is not at all what she expected, even as she is watching life on earth continue without her -- her friends trading rumors about her disappearance, her killer trying to cover his tracks, her grief-stricken family unraveling. Out of unspeakable tragedy and loss, The Lovely Bones succeeds, miraculously, in building a tale filled with hope, humor, suspense, even joy.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457810586l/12232938.jpg,OL5962664W,OL22236387M,openlibrary_work,high,"[""Murder"", ""Psychological fiction"", ""Teenage girls"", ""Familias"", ""Muchachas adolescentes"", ""Novela psicológica"", ""Bereavement"", ""Dead"", ""Murder victims' families"", ""Fiction"", ""Víctimas de asesinato"", ""Crimes against"", ""Ficción"", ""Delitos contra"", ""Novela hogareña"", ""Susie Salmon (Fictitious character)"", ""Homicide"", ""Girls"", ""Family life"", ""Domestic fiction"", ""Teenagers"", ""Families"", ""Ghost stories"", ""Future life"", ""Victims of crimes"", ""Spirits"", ""Fiction, psychological"", ""Fiction, family life"", ""Large type books"", ""nyt:trade-fiction-paperback=2009-08-30"", ""New York Times bestseller"", ""American fiction"", ""Fiction, family life, general"", ""Adolescentes"", ""Romans, nouvelles"", ""Crimes contre"", ""Familles de victimes d'homicide"", ""Murder victims' families--fiction"", ""Teenage girls--crimes against"", ""Teenage girls--crimes against--fiction"", ""Ps3619.e26 l68 2004"", ""813/.6"", ""Murder victims"", ""Abus sexuels? l'?gard des adolescentes"", ""Fiction, general"", ""Dutch fiction"", ""Familie"", ""Jenseits"", ""Kleinstadt"", ""Weibliche Jugend"", ""Beobachtung"", ""Trauerarbeit"", ""Sexualmord"", ""Deuil"", ""Morts""]","[""Alice Sebold""]",[],"[""1970-1973""]"
book_fc46472055a46ba8,2,The Martian,Andy Weir,0804139024,369.0,"Fri, 06 Jan 2017 13:13:27 -0800","Six days ago, astronaut Mark Watney became one of the first people to walk on Mars. <br /><br />Now, he’s sure he’ll be the first person to die there.<br /><br />After a dust storm nearly kills him and forces his crew to evacuate while thinking him dead, Mark finds himself stranded and completely alone with no way to even signal Earth that he’s alive—and even if he could get word out, his supplies would be gone long before a rescue could arrive. <br /><br />Chances are, though, he won’t have time to starve to death. The damaged machinery, unforgiving environment, or plain-old “human error” are much more likely to kill him first. <br /><br />But Mark isn’t ready to give up yet. Drawing on his ingenuity, his engineering skills — and a relentless, dogged refusal to quit — he steadfastly confronts one seemingly insurmountable obstacle after the next. Will his resourcefulness be enough to overcome the impossible odds against him?<br /><br />",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413706054l/18007564.jpg,OL17091839W,OL32815550M,openlibrary_work,high,"[""Science-Fiction"", ""Science Fiction & Fantasy"", ""Suspense & Thriller"", ""Science fiction"", ""Amerikanisches Englisch"", ""Astronauts"", ""Survival"", ""Fiction"", ""Survival skills"", ""Supervivencia"", ""Novela"", ""Astronautas"", ""Reading Level-Grade 7"", ""Reading Level-Grade 9"", ""Reading Level-Grade 8"", ""Reading Level-Grade 11"", ""Reading Level-Grade 10"", ""Reading Level-Grade 12"", ""Fiction, science fiction, action & adventure"", ""Fiction, science fiction, general"", ""Large type books"", ""Arabic language materials"", ""Romans, nouvelles"", ""nyt:hardcover-fiction=2014-03-02"", ""New York Times bestseller"", ""Chang pian xiao shuo"", ""Children's fiction"", ""Adventure and adventurers, fiction"", ""Fantasy fiction""]","[""Mark Watney (fictional character)"", ""Melissa Lewis (fictional character)"", ""Rick Martinez (fictional character)"", ""Beth Johanssen (fictional character)"", ""Chris Beck (fictional character)"", ""Alex Vogel (fictional character)"", ""Teddy Sanders (fictional character)"", ""Venkat Kapoor (fictional character)"", ""Mitch Henderson (fictional character)"", ""Mindy Park (fictional character)""]","[""Mars (Planet)"", ""Earth"", ""Acidalia Planitia (Mars)"", ""Schiaparelli (Mars)"", ""Houston (Tex.)"", ""Cape Canaveral (Fla.)"", ""Chicago (Ill.)"", ""Marte (Planeta)"", ""Mars (Planète)""]","[""2035""]"
book_ac62a8b976291a6a,2,"The Midnight Train (The Midnight World, #2)",Matt Haig,0593833376,296.0,"Tue, 07 Apr 2026 15:43:23 -0700","<b>When your life flashes before your eyes, where would you stop?</b><br /><br />No one can change the past, but the Midnight Train can take you there. The chance to re-live the moments that meant most. To see what kind of person you really were.<br /><br />For Wilbur his best days were with Maggie, the love of his life. On his honeymoon in Venice.<br /><br />Before he gave it all away.<br /><br />He wishes he could go back and live differently. But to do so risks everything . . .<br /><br />A magical, time-travelling love story, from the world of The Midnight Library.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1760153265l/242380266._SY475_.jpg,OL45341675W,,openlibrary_work,high,[],[],[],[]
book_b4dc9dcdd42513ec,2,The Night Circus,Erin Morgenstern,,506.0,"Sat, 16 Jan 2021 14:49:16 -0800","The circus arrives without warning. No announcements precede it. It is simply there, when yesterday it was not. Within the black-and-white striped canvas tents is an utterly unique experience full of breathtaking amazements. It is called Le Cirque des Rêves, and it is only open at night. <br /><br />But behind the scenes, a fierce competition is underway—a duel between two young magicians, Celia and Marco, who have been trained since childhood expressly for this purpose by their mercurial instructors. Unbeknownst to them, this is a game in which only one can be left standing, and the circus is but the stage for a remarkable battle of imagination and will. Despite themselves, however, Celia and Marco tumble headfirst into love—a deep, magical love that makes the lights flicker and the room grow warm whenever they so much as brush hands. <br /><br />True love or not, the game must play out, and the fates of everyone involved, from the cast of extraordinary circus performers to the patrons, hang in the balance, suspended as precariously as the daring acrobats overhead. <br /><br />Written in rich, seductive prose, this spell-casting novel is a feast for the senses and the heart.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1786033865l/9361589._SY475_.jpg,OL16086747W,,openlibrary_work,high,"[""New York Times bestseller"", ""Fiction"", ""Magicians"", ""Circus"", ""Games"", ""Circus performers"", ""nyt:hardcover_fiction=2011-12-24"", ""Psychokinesis"", ""Magic"", ""Fate and fatalism"", ""Roman"", ""Night"", ""Amerikanisches Englisch"", ""Competition (Psychology)"", ""Large type books"", ""Fiction, romance, fantasy"", ""Fiction, fantasy, historical"", ""New York Times reviewed"", ""American literature"", ""Ciracus""]",[],[],[]
book_1a49b38f34588e14,2,"The Obelisk Gate (The Broken Earth, #2)",N.K. Jemisin,,410.0,"Sat, 07 Feb 2026 10:19:18 -0800","Essun has found shelter, but not her missing daughter. Instead there is Alabaster Tenring, destroyer of the world, with a request that would seal the fate of the Stillness forever.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1788545076l/26228034.jpg,OL17842279W,,openlibrary_work,high,"[""Mothers and daughters"", ""End of the world"", ""Fiction"", ""Fiction, fantasy, epic"", ""Fiction, fantasy, general"", ""Hugo Award Winner"", ""award:hugo_award=2017"", ""award:hugo_award=novel"", ""Obelisks"", ""Enemies"", ""Fantasy"", ""Fin du monde"", ""Romans, nouvelles"", ""Mères et filles"", ""Obélisques"", ""Ennemis"", ""General"", ""Epic"", ""Action & Adventure"", ""Mother-daughter relationship"", ""Psychokinesis"", ""Long now manual for civilization""]","[""Essun"", ""Nessun"", ""Schaffa"", ""Ykka""]",[],[]
book_105b4bde5891ddbb,2,"The Poppy War (The Poppy War, #1)",R.F. Kuang,0062662597,545.0,"Sat, 07 Feb 2026 10:19:36 -0800","<b>An epic historical military fantasy, inspired by the bloody history of China’s twentieth century and filled with treachery and magic.</b><br /><br />When Rin aced the Keju—the Empire-wide test to find the most talented youth to learn at the Academies—it was a shock to everyone: to the test officials, who couldn’t believe a war orphan from Rooster Province could pass without cheating; to Rin’s guardians, who believed they’d finally be able to marry her off and further their criminal enterprise; and to Rin herself, who realized she was finally free of the servitude and despair that had made up her daily existence. That she got into Sinegard—the most elite military school in Nikan—was even more surprising.<br /><br />But surprises aren’t always good.<br /><br />Because being a dark-skinned peasant girl from the south is not an easy thing at Sinegard. Targeted from the outset by rival classmates for her color, poverty, and gender, Rin discovers she possesses a lethal, unearthly power—an aptitude for the nearly-mythical art of shamanism. Exploring the depths of her gift with the help of a seemingly insane teacher and psychoactive substances, Rin learns that gods long thought dead are very much alive—and that mastering control over those powers could mean more than just surviving school.<br /><br />For while the Nikara Empire is at peace, the Federation of Mugen still lurks across a narrow sea. The militarily advanced Federation occupied Nikan for decades after the First Poppy War, and only barely lost the continent in the Second. And while most of the people are complacent to go about their lives, a few are aware that a Third Poppy War is just a spark away . . .<br /><br />Rin’s shamanic powers may be the only way to save her people. But as she finds out more about the god that has chosen her, the vengeful Phoenix, she fears that winning the war may cost her humanity . . . and that it may already be too late.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515691735l/35068705.jpg,OL19351054W,OL26807748M,openlibrary_work,high,"[""Fiction"", ""Fantasy"", ""Historical"", ""Epic"", ""Cultural Heritage"", ""Goddesses"", ""Imaginary wars and battles"", ""Magic"", ""Military education"", ""Shamans"", ""Fiction, fantasy, epic"", ""Fiction, fantasy, paranormal"", ""FICTION / Fantasy / Epic"", ""FICTION / Fantasy / Paranormal""]",[],[],[]
