reader,recall_at_10,recall_at_10,recall_at_25,recall_at_25,recall_at_50,recall_at_50,mean_held_out_similarity,mean_held_out_similarity,median_held_out_similarity,median_held_out_similarity,mean_rank_percentile,mean_rank_percentile,median_rank_percentile,median_rank_percentile
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
shannon,0.00788196466705494,0.004406419495051189,0.025645505727043293,0.01321209319810958,0.05527082119976704,0.021665165403149847,0.5746877383816082,0.009229916937387814,0.5872900009155273,0.015264093174807905,0.6497522307555136,0.02502583697808467,0.6662379421221865,0.049854568396059444
