reader,fold,training_positive_count,held_out_positive_count,recall_at_10,recall_at_25,recall_at_50,mean_held_out_similarity,median_held_out_similarity,mean_rank_percentile,median_rank_percentile
shannon,1,405,102,0.00980392156862745,0.00980392156862745,0.0196078431372549,0.5582696777932784,0.562850832939148,0.6057100224870227,0.5844051446945338
shannon,2,405,102,0.00980392156862745,0.0392156862745098,0.06862745098039216,0.5783324535278713,0.5961124300956726,0.6611604984973624,0.6942658092175777
shannon,3,406,101,0.009900990099009901,0.019801980198019802,0.06930693069306931,0.5789198291183698,0.593319833278656,0.6679082699266711,0.6886387995712755
shannon,4,406,101,0.009900990099009901,0.019801980198019802,0.06930693069306931,0.5802890980007624,0.582741379737854,0.6576464720427028,0.654876741693462
shannon,5,406,101,0.0,0.039603960396039604,0.04950495049504951,0.5776276334677592,0.6014255285263062,0.656335890823809,0.7090032154340836
