reader,fold,training_positive_count,held_out_positive_count,recall_at_10,recall_at_25,recall_at_50,mean_held_out_similarity,median_held_out_similarity,mean_rank_percentile,median_rank_percentile
sarah,1,224,56,0.0,0.0,0.0,0.5074221571641309,0.510613352060318,0.5937164339419978,0.5819548872180451
sarah,2,224,56,0.03571428571428571,0.07142857142857142,0.10714285714285714,0.5073271906003356,0.5374294519424438,0.6249462943071966,0.6650375939849624
sarah,3,224,56,0.0,0.0,0.03571428571428571,0.5207495928875038,0.527722179889679,0.6372851772287864,0.630827067669173
sarah,4,224,56,0.017857142857142856,0.05357142857142857,0.08928571428571429,0.5036807459379945,0.5163585543632507,0.591595059076262,0.5921052631578947
sarah,5,224,56,0.0,0.0,0.03571428571428571,0.5072063260844776,0.5321643948554993,0.6140171858216971,0.6466165413533835
