reader,recall_at_10,recall_at_10,recall_at_25,recall_at_25,recall_at_50,recall_at_50,mean_held_out_similarity,mean_held_out_similarity,median_held_out_similarity,median_held_out_similarity,mean_rank_percentile,mean_rank_percentile,median_rank_percentile,median_rank_percentile
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
you,0.07157894736842105,0.02842836163327663,0.21526315789473688,0.07882446573806869,0.3584210526315789,0.07120840623910615,0.63535889722799,0.011843000310067511,0.6408923029899597,0.008037538835095817,0.7192479108635098,0.04030900901493747,0.764066852367688,0.031199015096586402
